Title,Property_Size,Bedrooms,Bathrooms,Furnishing,Region,Region_Name,Region_Parent_Name,Is_Boost,Price
"2bdrm Townhouse/Terrace in Aviation By Kyami, Kiami for sale",250.0,2,3,Unfurnished,"Lugbe District, Kiami",Kiami,Abuja(FCT),enterprise,70000000
"Furnished 3bdrm Block of Flats in Private, Life Camp for sale",500.0,3,4,Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja(FCT),vip_gold,89000000
"Furnished 3bdrm Apartment in Private, Gudu for sale",500.0,3,5,Furnished,"Abuja (FCT), Gudu",Gudu,Abuja(FCT),vip_gold,170000000
"4bdrm Duplex in Private, Guzape District for sale",1119.0,4,6,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),vip_gold,400000000
"3bdrm Block of Flats in Private, Durumi for sale",500.0,3,4,Semi-furnished,"Abuja (FCT), Durumi",Durumi,Abuja(FCT),vip_gold,110000000
"3bdrm Block of Flats in Private, Dakwo District for sale",500.0,3,3,Semi-furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),vip_gold,60000000
"Furnished 3bdrm Apartment in Private, Gudu for sale",500.0,3,4,Furnished,"Abuja (FCT), Gudu",Gudu,Abuja(FCT),vip_gold,150000000
"2bdrm Block of Flats in Private, Galadimawa for sale",500.0,2,3,Semi-furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),vip_gold,73000000
"4bdrm Duplex in Private, Gaduwa for sale",500.0,4,4,Semi-furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),vip_gold,162000000
"3bdrm Block of Flats in Private, Kaura for sale",1277.0,3,4,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja(FCT),vip_gold,150000000
2bdrm Apartment in Wuye for sale,5000.0,2,3,Semi-furnished,"Abuja (FCT), Wuye",Wuye,Abuja(FCT),vip_gold,650000000
"3bdrm Block of Flats in Private, Gudu for sale",500.0,3,4,Semi-furnished,"Abuja (FCT), Gudu",Gudu,Abuja(FCT),vip_gold,107000000
"3bdrm Block of Flats in Private, Gaduwa for sale",500.0,3,4,Semi-furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),vip_gold,100000000
"3bdrm Block of Flats in Cashman, Berger for sale",800.0,3,2,Semi-furnished,"Ojodu, Berger",Berger,Lagos State,enterprise,170000000
"3bdrm Bungalow in Fountain University, Osogbo for sale",540.0,3,4,Unfurnished,"Osun State, Osogbo",Osogbo,Osun State,False,20000000
4bdrm Duplex in Ikota for sale,350.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,150000000
Furnished 8bdrm Apartment in Ikorodu for sale,635.0,8,3,Furnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,False,7800000
"11bdrm Block of Flats in Unity Estate, Ikorodu for sale",500.0,11,11,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,premium,55000000
4bdrm Duplex in Ikota for sale,500.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,150000000
"8bdrm Block of Flats in Charity Estate, Ikorodu for sale",500.0,8,6,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,premium,22000000
"20bdrm Block of Flats in Sabo Market, Sagamu for sale",700.0,20,7,Unfurnished,"Ogun State, Sagamu",Sagamu,Ogun State,premium,250000000
"4bdrm Bungalow in Riverview Estate, Ikorodu for sale",250.0,4,1,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,premium,6000000
"2bdrm Bungalow in Goodness And Mercy, Ikorodu for sale",400.0,2,3,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,premium,15000000
11bdrm Mansion in Agric for sale,700.0,11,10,Unfurnished,"Ikorodu, Agric",Agric,Lagos State,premium,140000000
"2bdrm Bungalow in Back Of Nta Off, Oshimili South for sale",465.0,2,2,Unfurnished,"Delta State, Oshimili South",Oshimili South,Delta State,premium,85000000
"4bdrm Mansion in Citec Estate, Jabi for sale",1800.0,4,5,Semi-furnished,"Abuja (FCT), Jabi",Jabi,Abuja(FCT),False,1000000000
"3bdrm Block of Flats in Citec Estate, Mbora for sale",1100.0,3,3,Unfurnished,"Abuja (FCT), Mbora",Mbora,Abuja(FCT),False,650000000
8bdrm Block of Flats in Dawaki for sale,1000.0,8,2,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja(FCT),False,140000000
3bdrm Block of Flats in Akala Express for sale,500.0,3,3,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,basic,85000000
"Furnished 2bdrm Block of Flats in Cbn  Estate, Garki 2 for sale",250.0,2,2,Furnished,"Abuja (FCT), Garki 2",Garki 2,Abuja(FCT),False,140000000
"2bdrm Bungalow in Ugbomro, Warri for sale",464.0,2,2,Unfurnished,"Delta State, Warri",Warri,Delta State,vip_gold,50000000
4bdrm Duplex in Aiben Estate Karmo for sale,400.0,4,4,Unfurnished,"Abuja (FCT), Karmo",Karmo,Abuja(FCT),enterprise,250000000
5bdrm Duplex in Lekki for sale,400.0,5,5,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,500000000
Furnished 3bdrm Apartment in Ikoyi S.W for sale,300.0,3,3,Furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Lagos State,enterprise,700000000
Furnished 2bdrm Apartment in Oregun for sale,1000.0,2,1,Furnished,"Ikeja, Oregun",Oregun,Lagos State,enterprise,200000000
2bdrm Apartment in Gilmore Jahi for sale,200.0,2,2,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),enterprise,150000000
"4bdrm Duplex in Aguma Estate Off, GRA Phase 3 / Port-Harcourt for sale",986.0,4,4,Semi-furnished,"Port-Harcourt, GRA Phase 3 / Port-Harcourt",GRA Phase 3 / Port-Harcourt,Port-Harcourt,enterprise,500000000
"4bdrm Duplex in Admiralty, Lekki Phase 1 for sale",400.0,4,5,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,550000000
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,630000000
5bdrm Duplex in Chevron for sale,1000.0,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,900000000
4bdrm Duplex in Omole Phase 2 for sale,1000.0,4,1,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,enterprise,550000000
3bdrm Block of Flats in Rumuadolu Gra for sale,500.0,3,3,Semi-furnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,enterprise,250000000
5bdrm Duplex in Vgc for sale,400.0,5,6,Semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,400000000
4bdrm Duplex in Olokonla for sale,300.0,4,4,Semi-furnished,"Ajah, Olokonla",Olokonla,Lagos State,enterprise,180000000
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,350000000
5bdrm Duplex in Osapa london for sale,1000.0,5,1,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,990000000
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,700000000
"5bdrm Duplex in River Park Estate, Lugbe District for sale",850.0,5,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,370000000
"5bdrm Duplex in Vgc, Ikota for sale",350.0,5,6,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,350000000
Furnished 4bdrm Duplex in Opebi for sale,450.0,4,4,Furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,670000000
4bdrm Maisonette in Opebi for sale,250.0,4,4,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,350000000
5bdrm Duplex in VGC / Ajah for sale,300.0,5,5,Semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,550000000
"3bdrm Bungalow in Igbagbo Estate, for sale",500.0,3,4,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,62000000
5bdrm House in Chevron for sale,1000.0,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,450000000
"Furnished 4bdrm Duplex in Ps Court, Ibadan for sale",1200.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,280000000
"4bdrm Duplex in Von Axis, Lugbe for sale",450.0,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,200000000
"4bdrm Duplex in Josh Luxury Court, Guzape District for sale",400.0,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),enterprise,350000000
2bdrm Block of Flats in Karsana for sale,150.0,2,2,Unfurnished,"Gwagwa, Karsana",Karsana,Abuja(FCT),enterprise,45000000
"4bdrm Duplex in Sars Rd, Rumuahalu for sale",465.0,4,4,Unfurnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,enterprise,120000000
4bdrm Duplex in Oko-Oba for sale,1000.0,4,1,Unfurnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,350000000
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,365000000
4bdrm Duplex in Omole Phase 1 for sale,1000.0,4,1,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,550000000
"4bdrm Duplex in Rukpakulusi Estate, Eliozu for sale",450.0,4,4,Semi-furnished,"Port-Harcourt, Eliozu",Eliozu,Port-Harcourt,enterprise,300000000
4bdrm Duplex in Lekki for sale,450.0,4,4,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,140000000
4bdrm Duplex in GRA Phase 2 Shangisha for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,550000000
"4bdrm Duplex in Kabusa Gardens, Dakwo District for sale",300.0,4,5,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),enterprise,135000000
"Furnished 6bdrm Duplex in Thinkers Corner, Enugu for sale",600.0,6,7,Furnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,240000000
"Furnished 5bdrm Apartment in Functional School, Garki 1 for sale",1000.0,5,4,Furnished,"Abuja (FCT), Garki 1",Garki 1,Abuja(FCT),enterprise,650000000
5bdrm Duplex in VGC / Ajah for sale,1000.0,5,1,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,500000000
"Furnished 4bdrm Duplex in Emerald, Adeniyi Jones for sale",12.0,4,3,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,600000000
5bdrm Duplex in Lekki for sale,500.0,5,5,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,990000000
4bdrm Duplex in Abraham Adesanya Estate for sale,300.0,4,4,Semi-furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,enterprise,190000000
4bdrm Duplex in Guzape By Fha Abuja for sale,400.0,4,5,Semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),enterprise,550000000
Furnished 5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,600000000
4bdrm Duplex in Life Camp for sale,250.0,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja(FCT),enterprise,380000000
2bdrm Apartment in Gudu for sale,180.0,2,2,Unfurnished,"Abuja (FCT), Gudu",Gudu,Abuja(FCT),enterprise,90000000
4bdrm Duplex in Chevron for sale,300.0,4,4,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,190000000
4bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,4,1,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,enterprise,200000000
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,480000000
8bdrm Duplex in Karsana for sale,500.0,8,8,Semi-furnished,"Gwagwa, Karsana",Karsana,Abuja(FCT),enterprise,216000000
5bdrm Duplex in Thomas Estate for sale,1000.0,5,1,Unfurnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,enterprise,230000000
5bdrm Duplex in Jahi Gilmor By Navy for sale,450.0,5,6,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),enterprise,600000000
"7bdrm Duplex in Efab Metropolis, Karsana for sale",850.0,7,8,Semi-furnished,"Gwagwa, Karsana",Karsana,Abuja(FCT),enterprise,520000000
3bdrm House in Berger for sale,1000.0,3,1,Unfurnished,"Ojodu, Berger",Berger,Lagos State,enterprise,250000000
3bdrm Block of Flats in Jahi for sale,150.0,3,3,Semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),enterprise,250000000
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,500000000
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,450000000
4bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,4,1,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,enterprise,170000000
"4bdrm Duplex in King Palace Estate, Lugbe District for sale",650.0,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,300000000
2bdrm Block of Flats in Naze Owerri for sale,989.0,2,2,Semi-furnished,"Imo State, Owerri",Owerri,Imo State,enterprise,220000000
5bdrm Duplex in Ikate for sale,1000.0,5,1,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,420000000
"Furnished 4bdrm Duplex in Mount Berachal Homes, Lugbe District for sale",600.0,4,5,Furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,300000000
"4bdrm Duplex in Estate, Apo District for sale",700.0,4,4,Semi-furnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),enterprise,270000000
"Furnished 4bdrm Duplex in Durrosimi Etti, Lekki Phase 1 for sale",1000.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,700000000
4bdrm Duplex in Lekki for sale,400.0,4,4,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,190000000
4bdrm Duplex in Berger for sale,1000.0,4,1,Unfurnished,"Ojodu, Berger",Berger,Lagos State,enterprise,130000000
5bdrm Duplex in GRA Phase 2 Shangisha for sale,1000.0,5,1,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,600000000
3bdrm Apartment in Lifecamp for sale,200.0,3,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja(FCT),enterprise,150000000
Furnished 3bdrm Apartment in Apata for sale,600.0,3,3,Furnished,"Ibadan, Apata",Apata,Ibadan,False,65000000
5bdrm Duplex in Osapa london for sale,450.0,5,5,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,950000000
5bdrm Duplex in Lekki for sale,400.0,5,5,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,450000000
2bdrm Apartment in Ilaje for sale,280.0,2,2,Semi-furnished,"Ondo State, Ilaje",Ilaje,Ondo State,enterprise,90000000
"5bdrm Duplex in Okebadan Estate, for sale",450.0,5,6,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,180000000
4bdrm House in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,450000000
3bdrm Apartment in Garki for sale,250.0,3,3,Unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja(FCT),enterprise,190000000
2bdrm Apartment in Adesanya Ajah for sale,114.0,2,2,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,enterprise,120000000
"5bdrm Apartment in Ajah, Olokonla for sale",400.0,5,6,Semi-furnished,"Ajah, Olokonla",Olokonla,Lagos State,enterprise,220000000
Furnished 4bdrm Duplex in Lekki Phase 1 for sale,500.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,850000000
2bdrm Maisonette in Lekki Phase 1 for sale,450.0,2,2,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,430000000
3bdrm Apartment in Zone B for sale,350.0,3,4,Unfurnished,"Apo District, Zone B",Zone B,Lagos State,enterprise,150000000
4bdrm Duplex in Fagba for sale,1000.0,4,1,Unfurnished,"Agege, Fagba",Fagba,Lagos State,enterprise,230000000
5bdrm Duplex in Ikate for sale,1000.0,5,1,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,850000000
4bdrm House in GRA Phase 1 for sale,1000.0,4,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,365000000
"4bdrm Duplex in Naf Valley Estate, Asokoro for sale",750.0,4,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),enterprise,850000000
"Furnished 5bdrm Duplex in Old Gra, Enugu for sale",600.0,5,6,Furnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,340000000
4bdrm Duplex in Chevron for sale,300.0,4,4,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,250000000
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,650000000
"6bdrm Duplex in Manor Estate, Gaduwa for sale",550.0,6,7,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),enterprise,600000000
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,680000000
4bdrm Duplex in Ikeja GRA for sale,1000.0,4,1,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,850000000
4bdrm Duplex in Mende for sale,1000.0,4,1,Unfurnished,"Maryland, Mende",Mende,Lagos State,enterprise,290000000
"4bdrm Duplex in Grandville Estate, Lugbe District for sale",500.0,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,350000000
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,450000000
"4bdrm Duplex in Kola Lawal Estate, Ibadan for sale",450.0,4,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,230000000
3bdrm Block of Flats in Katampe for sale,250.0,3,3,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,enterprise,220000000
6bdrm Duplex in Jabi Main for sale,400.0,6,7,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja(FCT),enterprise,510000000
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,350000000
4bdrm House in Opebi for sale,1000.0,4,1,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,500000000
Furnished 4bdrm Duplex in Opebi for sale,300.0,4,4,Furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,600000000
5bdrm Duplex in Ikota for sale,450.0,5,5,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,330000000
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,850000000
5bdrm Duplex in Chevron for sale,1000.0,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,800000000
"6bdrm Duplex in Kukwuaba, Wuye for sale",1500.0,6,6,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja(FCT),enterprise,1000000000
4bdrm Duplex in Ikota for sale,300.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,250000000
4bdrm Duplex in Osapa london for sale,300.0,4,4,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,350000000
4bdrm Duplex in Opebi for sale,1000.0,4,1,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,480000000
4bdrm Duplex in Opebi for sale,1000.0,4,1,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,350000000
"3bdrm Block of Flats in Sangotedo, VGC / Ajah for sale",222.0,3,4,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,50000000
5bdrm Duplex in Kubwa for sale,500.0,5,5,Semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja(FCT),enterprise,250000000
3bdrm Block of Flats in Karsana for sale,150.0,3,2,Semi-furnished,"Gwagwa, Karsana",Karsana,Abuja(FCT),enterprise,60000000
"2bdrm Block of Flats in Elimgbu Off Tank, Elimbu for sale",465.0,2,2,Semi-furnished,"Port-Harcourt, Elimbu",Elimbu,Port-Harcourt,enterprise,85000000
2bdrm Block of Flats in Garki for sale,1016.0,2,2,Unfurnished,"Jigawa State, Garki",Garki,Jigawa State,enterprise,870000000
5bdrm Duplex in Ado / Ajah for sale,333.0,5,5,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,enterprise,310000000
6bdrm Duplex in Berger for sale,702.0,6,1,Unfurnished,"Ojodu, Berger",Berger,Lagos State,enterprise,380000000
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,480000000
4bdrm Duplex in Sangotedo for sale,400.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,premium,190000000
5bdrm Duplex in Lekki for sale,450.0,5,5,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,1000000000
4bdrm Penthouse in Ikota for sale,300.0,4,4,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,155000000
4bdrm Duplex in Dakwo for sale,700.0,4,4,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),enterprise,550000000
"3bdrm Penthouse in Greenland, Lekki Phase 1 for sale",250.0,3,4,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,400000000
4bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,4,1,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,enterprise,165000000
Furnished 5bdrm Mansion in Idu By Nizamiya Axis for sale,750.0,5,6,Furnished,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja(FCT),enterprise,630000000
5bdrm Duplex in Lugbe District for sale,600.0,5,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,250000000
"5bdrm Duplex in Orchid Road, Lekki Phase 1 for sale",400.0,5,6,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,370000000
5bdrm Duplex in Ologolo for sale,450.0,5,5,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,390000000
4bdrm Duplex in Lekki for sale,270.0,4,4,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,450000000
5bdrm House in Osapa london for sale,1000.0,5,1,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,990000000
2bdrm Apartment in Jahi for sale,200.0,2,2,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),enterprise,190000000
"Furnished 3bdrm Bungalow in Peak Park Estate, Sangotedo for sale",500.0,3,3,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,False,90000000
"4bdrm Duplex in God’S Own, Lugbe District for sale",450.0,4,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja(FCT),enterprise,150000000
5bdrm Duplex in Chevron for sale,500.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,850000000
5bdrm Duplex in Osapa london for sale,500.0,5,5,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,990000000
5bdrm Duplex in Chevron for sale,300.0,5,5,Semi-furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,480000000
5bdrm Duplex in Shell Co Operative for sale,560.0,5,5,Semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,300000000
4bdrm Duplex in Opebi for sale,250.0,4,4,Semi-furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,330000000
2bdrm Apartment in Osapa london for sale,300.0,2,2,Semi-furnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,180000000
Furnished 5bdrm Duplex in VGC / Ajah for sale,1000.0,5,1,Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,550000000
5bdrm Duplex in Omole Phase 2 for sale,1000.0,5,1,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,enterprise,700000000
Furnished 6bdrm Duplex in Jahi Gilmor for sale,450.0,6,7,Furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),enterprise,650000000
"4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale",300.0,4,4,Semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,260000000
3bdrm Apartment in Jahi for sale,230.0,3,3,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),enterprise,230000000
Furnished 3bdrm Penthouse in Lekki for sale,250.0,3,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,500000000
"Furnished 3bdrm Penthouse in Furo Ezimora, Lekki Phase 1 for sale",250.0,3,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,400000000
4bdrm Duplex in Lekki for sale,450.0,4,4,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,600000000
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,500000000
3bdrm House in Ibadan for sale,1200.0,3,3,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,100000000
2bdrm Block of Flats in Katampe for sale,190.0,2,2,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,enterprise,150000000
3bdrm Bungalow in Kubwa for sale,500.0,3,3,Semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja(FCT),enterprise,85000000
3bdrm Bungalow in Life Camp for sale,650.0,3,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja(FCT),enterprise,45000000
"4bdrm Duplex in Sars Rd Rukpokwu, Rumuahalu for sale",560.0,4,4,Semi-furnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,enterprise,280000000
5bdrm Duplex in Omole Phase 1 for sale,1000.0,5,1,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,620000000
5bdrm Duplex in Ikate for sale,1000.0,5,1,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,990000000
