Title,Property_Size,Bedrooms,Bathrooms,Furnishing,Region,Region_Name,Region_Parent_Name,Is_Boost,Price
"3bdrm Bungalow in Abata Olojo, Ido for sale",600.0,3,3,Unfurnished,"Oyo State, Ido",Ido,Oyo State,False,3500000
4bdrm Duplex in Berger for sale,450.0,4,4,Semi-furnished,"Ojodu, Berger",Berger,Lagos State,vip_gold,280000000
4bdrm Duplex in New Garage / Gbagada for sale,350.0,4,4,Semi-furnished,"Gbagada, New Garage / Gbagada",New Garage / Gbagada,Lagos State,vip_gold,330000000
4bdrm Duplex in Ikate for sale,450.0,4,4,Semi-furnished,"Lekki, Ikate",Ikate,Lagos State,vip_gold,320000000
Furnished 3bdrm Block of Flats in Agboyi/Ketu for sale,200.0,3,3,Furnished,"Lagos State, Agboyi/Ketu",Agboyi/Ketu,Lagos State,False,250000000
5bdrm Duplex in Iyanganku for sale,400.0,5,5,Unfurnished,"Ibadan, Iyanganku",Iyanganku,Ibadan,vip_gold,220000000
Furnished 4bdrm Duplex in Chevron for sale,300.0,4,4,Furnished,"Lekki, Chevron",Chevron,Lagos State,False,300000000
2bdrm Apartment in Karu for sale,50.0,2,3,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),False,50000000
5bdrm House in Gwarinpa for sale,750.0,5,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja(FCT),False,800000000
4bdrm Duplex in Ologolo for sale,350.0,4,4,Semi-furnished,"Lekki, Ologolo",Ologolo,Lagos State,vip_gold,200000000
4bdrm House in Katampe (Main) for sale,450.0,4,4,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,False,550000000
"Furnished 5bdrm Duplex in Fairmont Estate Ait, Abule Egba for sale",500.0,5,6,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,250000000
"Furnished 3bdrm Duplex in Mini Estate Meiran, Abule Egba for sale",200.0,3,4,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,90000000
3bdrm Block of Flats in 3Bedroom 4 Flats for sale,500.0,3,3,Semi-furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,70000000
"3bdrm Block of Flats in Captain Ekoro, Abule Egba for sale",450.0,3,3,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,45000000
"Furnished 3bdrm Block of Flats in 4 Blocks Of Flats, Abule Egba",650.0,3,3,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,120000000
"Furnished 4bdrm Block of Flats in Joke Ayo Road Via, Abule Egba",650.0,4,4,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,150000000
"Furnished 3bdrm Block of Flats in 6 Block Meiran, Abule Egba for sale",750.0,3,3,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,110000000
"Furnished 5bdrm Duplex in Amazing Grace Estate, Abule Egba for sale",220.0,5,5,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,350000000
"3bdrm Bungalow in Alakuta, Ibadan Polytechnic/University for sale",450.0,3,3,Semi-furnished,"Ibadan, Ibadan Polytechnic/University",Ibadan Polytechnic/University,Ibadan,False,15000000
3bdrm Bungalow in Ijede / Ikorodu for sale,572.0,3,3,Unfurnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,False,13000000
Furnished 12bdrm Duplex in Old Bodija Estate for sale,1000.0,12,12,Furnished,"Ibadan, Bodija",Bodija,Ibadan,diamond,420000000
Furnished 4bdrm Maisonette in Opebi for sale,269.0,4,4,Furnished,"Ikeja, Opebi",Opebi,Lagos State,vip_gold,370000000
"Furnished 2bdrm Apartment in Seagate Estate, Ikate-Elegushi for sale",80.0,2,2,Furnished,"Lekki, Ikate-Elegushi",Ikate-Elegushi,Lagos State,enterprise,190000000
2bdrm Bungalow in Zuba for sale,5000.0,2,3,Unfurnished,"Abuja (FCT), Zuba",Zuba,Abuja(FCT),False,30000000
3bdrm Bungalow in Egbeda / Egbeda for sale,715.0,3,3,Semi-furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,False,90000000
Furnished 3bdrm Apartment in Maitama for sale,500.0,3,4,Furnished,"Abuja (FCT), Maitama",Maitama,Abuja(FCT),diamond,580000000
4bdrm Townhouse/Terrace in Gaduwa for sale,380.0,4,4,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),premium,320000000
4bdrm Townhouse/Terrace in Gaduwa for sale,300.0,4,4,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),premium,150000000
4bdrm House in Off Lekki-Epe Expressway for sale,500.0,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,premium,165000000
5bdrm Duplex in Lekki for sale,350.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,premium,550000000
4bdrm Townhouse/Terrace in Gaduwa for sale,300.0,4,4,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),premium,220000000
"4bdrm House in Ajah, Lekki, Abraham Adesanya Estate for sale",1000.0,4,4,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,premium,140000000
4bdrm Townhouse/Terrace in Gaduwa for sale,300.0,4,4,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),premium,180000000
"Furnished 2bdrm Apartment in Twin Estate, Abijo for sale",150.0,2,4,Furnished,"Ibeju, Abijo",Abijo,Lagos State,False,75000000
"Furnished 1bdrm Block of Flats in Molosho Estate, Gberigbe for sale",252.0,1,1,Furnished,"Ikorodu, Gberigbe",Gberigbe,Lagos State,diamond,26000000
3bdrm Block of Flats in Surulere for sale,580.0,3,3,Semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,280000000
3bdrm Apartment in Gaduwa for sale,160.0,3,3,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),premium,100000000
"2bdrm Block of Flats in Brains Ams Hammers, Gwarinpa for sale",225.0,2,2,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja(FCT),False,37000000
"5bdrm House in Magodo, GRA Phase 2 Shangisha for sale",600.0,5,5,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,premium,600000000
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,premium,275000000
"5bdrm House in Ikota, Lekki for sale",600.0,5,5,Semi-furnished,"Lekki, Ikota",Ikota,Lagos State,premium,430000000
Furnished 5bdrm Duplex in Magodo Phase 2 Gra for sale,300.0,5,5,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,diamond,690000000
"3bdrm Bungalow in Ugbokodo Okpe, Warri for sale",464.0,3,3,Unfurnished,"Delta State, Warri",Warri,Delta State,vip_gold,60000000
"9bdrm Duplex in Life Camp, Jabi for sale",870.0,9,10,Semi-furnished,"Abuja (FCT), Jabi",Jabi,Abuja(FCT),False,480000000
"2bdrm Apartment in Ajah, Abraham Adesanya Estate for sale",648.0,2,2,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,premium,80000000
"Furnished 4bdrm Duplex in Olawaiye Estate, for sale",380.0,4,4,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,210000000
"Furnished 4bdrm Duplex in Millennium Estate, Millenuim/UPS for sale",500.0,4,4,Furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Lagos State,enterprise,350000000
Furnished 4bdrm Maisonette in Off Opebi for sale,500.0,4,4,Furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,370000000
4bdrm Duplex in Southern Estate for sale,450.0,4,4,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,vip,300000000
"5bdrm Duplex in Paradise Life Camp 2, Gwarinpa for sale",460.0,5,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja(FCT),False,150000000
"19bdrm Block of Flats in Ikot Ekpene, Calabar for sale",2500.0,19,19,Semi-furnished,"Cross River State, Calabar",Calabar,Cross River State,vip,60000000
"5bdrm Duplex in Rosetta Court, Ikeja GRA for sale",450.0,5,5,Semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,False,900000000
3bdrm Bungalow in Enugu for sale,700.0,3,4,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,False,140000000
3bdrm Block of Flats in Ikoyi for sale,220.0,3,3,Semi-furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,580000000
3bdrm Apartment in Egan Igando Housing for sale,100.0,3,3,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,vip_gold,55000000
"4bdrm Duplex in River Pack Estate, Sabon Lugbe for sale",250.0,4,4,Semi-furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Abuja(FCT),diamond,300000000
"3bdrm Block of Flats in Unity Estate, Ajah for sale",2100.0,3,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,premium,260000000
12bdrm Block of Flats in Ring Road for sale,700.0,12,8,Unfurnished,"Ibadan, Rind Road",Rind Road,Ibadan,premium,75000000
"4bdrm Duplex in Emerald Estates, Ogombo for sale",300.0,4,4,Semi-furnished,"Ajah, Ogombo",Ogombo,Lagos State,False,190000000
12bdrm Block of Flats in Ibadan for sale,600.0,12,8,Semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,99800000
5bdrm Duplex in Owerri for sale,912.0,5,5,Unfurnished,"Imo State, Owerri",Owerri,Imo State,False,140000000
4bdrm Block of Flats in Ejigbo / Ejigbo for sale,600.0,4,3,Unfurnished,"Ejigbo, Ejigbo / Ejigbo",Ejigbo / Ejigbo,Lagos State,diamond,110000000
5bdrm Duplex in Jahi Gilmore for sale,1000.0,5,6,Semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),diamond,400000000
"2bdrm Block of Flats in Kaniz Home Estate, Gwarinpa for sale",1000.0,2,3,Semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja(FCT),diamond,70000000
4bdrm Duplex in Police Estate Kurudu for sale,1000.0,4,5,Semi-furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja(FCT),diamond,160000000
Furnished 3bdrm Bungalow in Ogombo for sale,600.0,3,3,Furnished,"Ajah, Ogombo",Ogombo,Lagos State,diamond,90000000
4bdrm Duplex in Sunnyvale Estate for sale,1000.0,4,5,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja(FCT),diamond,260000000
4bdrm Duplex in Idu Karmo District for sale,1000.0,4,5,Semi-furnished,"Jiwa, Idu",Idu,Abuja(FCT),diamond,170000000
Furnished 4bdrm Duplex in Anthony for sale,300.0,4,4,Furnished,"Maryland, Anthony Village",Anthony Village,Lagos State,enterprise,210000000
"2bdrm House in Orilemo, Obafemi-Owode for sale",1200.0,2,4,Semi-furnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,False,10000000
2bdrm House in Mabushi District for sale,1000.0,2,3,Semi-furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja(FCT),diamond,120000000
"3bdrm Block of Flats in Surulere, Masha for sale",560.0,3,3,Semi-furnished,"Surulere, Masha",Masha,Lagos State,diamond,380000000
"5bdrm Duplex in Estate, Lokogoma for sale",700.0,5,6,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,300000000
3bdrm Block of Flats in Gaduwa Estate for sale,200.0,3,4,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja(FCT),diamond,70000000
"3bdrm Bungalow in Peace Court Estate, Lokogoma for sale",650.0,3,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,150000000
4bdrm Duplex in Ire Akari Estate for sale,650.0,4,4,Semi-furnished,"Isolo, Ire Akari",Ire Akari,Lagos State,diamond,180000000
4bdrm Duplex in Vgc for sale,600.0,4,4,Semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,diamond,180000000
"2bdrm Block of Flats in Governor Road Ikotun, Alimosho for sale",650.0,2,3,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,100000000
"3bdrm Block of Flats in Abaranje Custom Bus, Alimosho for sale",900.0,3,3,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,80000000
"5bdrm Duplex in Mabush District, Mabushi for sale",800.0,5,6,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja(FCT),diamond,350000000
1bdrm Block of Flats in Mabushi District for sale,1000.0,1,2,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja(FCT),diamond,80000000
4bdrm Duplex in Ado-Odo/Ota for sale,250.0,4,4,Semi-furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,45000000
3bdrm Block of Flats in Garki 2 for sale,1000.0,3,4,Unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja(FCT),diamond,750000000
"3bdrm Duplex in Gwarimpa, Gwarinpa for sale",200.0,3,4,Semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja(FCT),diamond,135000000
5bdrm Block of Flats in Ikeja Adeniyi Jones for sale,1300.0,5,5,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,diamond,1000000000
"5bdrm Duplex in Royal Garden Estate, Alimosho for sale",650.0,5,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,650000000
"3bdrm Block of Flats in Unity Estate Off, Alimosho for sale",650.0,3,3,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,200000000
Furnished 4bdrm Duplex in Gra Ikeja for sale,670.0,4,5,Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,700000000
5bdrm Duplex in Ajao Estate Airport for sale,650.0,5,6,Semi-furnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,diamond,260000000
"2bdrm Block of Flats in Ajao Estate, Airport Road / Oshodi for sale",620.0,2,3,Semi-furnished,"Oshodi, Airport Road / Oshodi",Airport Road / Oshodi,Lagos State,diamond,250000000
"Furnished 4bdrm Duplex in Royal View, Ikota for sale",400.0,4,4,Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,200000000
"Furnished 4bdrm Duplex in Ojodu, Magodo Isheri for sale",400.0,4,4,Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,enterprise,240000000
6bdrm Duplex in Lokogoma for sale,800.0,6,6,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja(FCT),diamond,180000000
"Furnished 5bdrm Duplex in Lakeview Parkestate, VGC / Ajah for Sale",900.0,5,5,Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,diamond,250000000
4bdrm Duplex in Adeniyi Jones Ikeja for sale,350.0,4,5,Semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,diamond,400000000
5bdrm Duplex in Omole Phase 2 for sale,350.0,5,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,350000000
Furnished 5bdrm Duplex in Magodo G R A Phase 1 for sale,500.0,5,5,Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,850000000
"Furnished 2bdrm Apartment in Ikeja, Obafemi Awolowo Way for sale",300.0,2,2,Furnished,"Ikeja, Obafemi Awolowo Way",Obafemi Awolowo Way,Lagos State,enterprise,140000000
Furnished 5bdrm Duplex in Ikeja Gra for sale,400.0,5,5,Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,800000000
"3bdrm Block of Flats in Alake, Alimosho for sale",650.0,3,4,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,70000000
4bdrm Duplex in Omole Phase 2 Lagos for sale,350.0,4,4,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,550000000
4bdrm Block of Flats in Raymond Opara for sale,350.0,4,5,Semi-furnished,"Isolo, Okota",Okota,Lagos State,diamond,250000000
"3bdrm Block of Flats in Obadore Bus Stop, Alimosho for sale",650.0,3,4,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,65000000
"3bdrm Duplex in Jahi District, Abuja for sale",1200.0,3,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),diamond,180000000
3bdrm Apartment in Wuse Zone 3 District for sale,2000.0,3,4,Semi-furnished,"Wuse, Zone 3 / Wuse",Zone 3 / Wuse,Abuja(FCT),diamond,150000000
"Furnished 4bdrm Duplex in Elepe Royal Estate, Ebute for sale",400.0,4,4,Furnished,"Ikorodu, Ebute",Ebute,Lagos State,enterprise,120000000
4bdrm Duplex in Surulere Lagos for sale,350.0,4,4,Unfurnished,"Lagos State, Surulere",Surulere,Lagos State,diamond,250000000
Furnished 5bdrm Duplex in Gowan Estate for sale,400.0,5,6,Furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,600000000
3bdrm Block of Flats in Kurudu Army Scheme for sale,1000.0,3,4,Semi-furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja(FCT),diamond,150000000
3bdrm Bungalow in Army Estate Kurudu for sale,1000.0,3,4,Unfurnished,"Abuja (FCT), Kurudu",Kurudu,Abuja(FCT),diamond,85000000
3bdrm Block of Flats in Behind Unity Estate for sale,650.0,3,3,Unfurnished,"Oyo State, Egbeda",Egbeda,Oyo State,diamond,58000000
5bdrm Duplex in Orchid Lekki Lagos for sale,400.0,5,6,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,diamond,550000000
5bdrm Duplex in Millennium Estate for sale,620.0,5,5,Semi-furnished,"Lagos State, Gbagada",Gbagada,Lagos State,diamond,210000000
5bdrm Duplex in Omole Phase 2 Lagos for sale,450.0,5,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,700000000
3bdrm Block of Flats in Katampe Main for sale,1000.0,3,4,Semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,diamond,170000000
3bdrm Duplex in Life Camp for sale,350.0,3,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja(FCT),diamond,170000000
2bdrm Block of Flats in Mercyland Estate for sale,650.0,2,3,Unfurnished,"Lagos State, Ipaja",Ipaja,Lagos State,diamond,110000000
2bdrm Block of Flats in Keno...Oke Afa for sale,600.0,2,3,Unfurnished,"Isolo, Oke-Afa",Oke-Afa,Lagos State,diamond,150000000
"Furnished 2bdrm Apartment in Mabush District, Mabushi for sale",800.0,2,3,Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja(FCT),diamond,100000000
4bdrm Duplex in Utako District Abuja for sale,2000.0,4,5,Semi-furnished,"Abuja (FCT), Utako",Utako,Abuja(FCT),diamond,400000000
Furnished 4bdrm Duplex in Ogudu Gra for sale,450.0,4,4,Furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,enterprise,450000000
Furnished 4bdrm Duplex in Magodo G R A Phase 2 for sale,350.0,4,4,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,450000000
3bdrm Duplex in Apo Legislative for sale,300.0,3,3,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),diamond,240000000
5bdrm Duplex in Omole Phase 2 Estate for Sale,572.0,5,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,180000000
2bdrm Apartment in Ojodu Berger Lagos for sale,650.0,2,3,Semi-furnished,"Lagos State, Ojodu",Ojodu,Lagos State,diamond,55000000
5bdrm Duplex in Karu for sale,1000.0,5,6,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja(FCT),diamond,300000000
1bdrm Apartment in Katampe Main for sale,500.0,1,2,Semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Lagos State,diamond,60000000
3bdrm Apartment in Ogba for sale,150.0,3,2,Semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,80000000
10bdrm Duplex in Ligali Ayorinde for sale,950.0,10,5,Semi-furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,diamond,700000000
5bdrm Duplex in Heritage Estate for sale,500.0,5,5,Semi-furnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,vip_gold,280000000
4bdrm Duplex in Victoriaview Estate for sale,800.0,4,4,Semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,False,230000000
Furnished 4bdrm Duplex in Magodo G R A Phase 2 for sale,350.0,4,4,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,370000000
Furnished 3bdrm Block of Flats in Ikosi for sale,600.0,3,3,Furnished,"Kosofe, Ketu-Ikosi",Ketu-Ikosi,Lagos State,enterprise,350000000
"4bdrm Duplex in Abesan Estate Ipaja, Alimosho for sale",650.0,4,4,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,230000000
"3bdrm Block of Flats in Oluwaga Ipaja, Alimosho for sale",650.0,3,4,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,55000000
"4bdrm Duplex in Abaranje Ikotun, Alimosho for sale",650.0,4,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,100000000
"3bdrm Block of Flats in Governors Road, Alimosho for Sale",1400.0,3,3,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,160000000
1bdrm Block of Flats in Kubwa for sale,500.0,1,2,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja(FCT),diamond,28000000
3bdrm Block of Flats in Surulere for Sale,650.0,3,3,Semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,100000000
5bdrm Duplex in Knowledge Estate for sale,1000.0,5,6,Semi-furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja(FCT),diamond,250000000
"5bdrm Duplex in Amazing Grace New, Ifako-Ijaiye for sale",250.0,5,5,Semi-furnished,"Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,enterprise,300000000
Furnished 3bdrm Block of Flats in Omole Phase 2 for sale,450.0,3,3,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,enterprise,550000000
4bdrm Duplex in Victory Park Estate for sale,500.0,4,5,Semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,750000000
5bdrm Duplex in Naf Valley Estate for sale,700.0,5,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),diamond,900000000
Furnished 5bdrm Duplex in Ogudu Gra for sale,400.0,5,5,Furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,enterprise,600000000
Furnished 4bdrm Duplex in Ikeja Gra for sale,400.0,4,4,Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,700000000
5bdrm Duplex in Lekki Phase 1 for sale,800.0,5,5,Semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,600000000
"3bdrm Block of Flats in Fagbile Estate Off, Alimosho for sale",650.0,3,3,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,110000000
"5bdrm Duplex in Fagbile Estate, Alimosho for sale",700.0,5,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,160000000
3bdrm Block of Flats in Isolo for sale,700.0,3,4,Semi-furnished,"Lagos State, Isolo",Isolo,Lagos State,diamond,180000000
"5bdrm Duplex in Ogunronbi Estate, Alimosho for sale",650.0,5,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,85000000
5bdrm Duplex in Prains And Hammer for sale,600.0,5,6,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja(FCT),diamond,260000000
4bdrm Duplex in Jahi Gilmore for sale,1000.0,4,5,Semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja(FCT),diamond,260000000
Furnished 5bdrm Duplex in Omole Phase 1 for sale,450.0,5,5,Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,600000000
Furnished 5bdrm Duplex in Magodo G R A Phase 1 for sale,500.0,5,5,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,410000000
4bdrm Duplex in Omole Phase 2 Gra for sale,500.0,4,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,350000000
4bdrm Duplex in Adeniyi Jones for sale,350.0,4,5,Semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,350000000
Furnished 3bdrm Block of Flats in Surulere for sale,620.0,3,3,Furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,180000000
5bdrm Duplex in Glory Land Estate for sale,650.0,5,5,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,130000000
"3bdrm Block of Flats in Agodo Egbe Ikotun, Alimosho for sale",650.0,3,4,Unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,80000000
3bdrm Block of Flats in Ajao Estate Airport for sale,650.0,3,4,Unfurnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,diamond,600000000
4bdrm Duplex in Guzape Main District for sale,1000.0,4,5,Semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),diamond,500000000
4bdrm Duplex in New Oko Oba for sale,300.0,4,4,Semi-furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,enterprise,260000000
5bdrm Duplex in Asokoro for sale,350.0,5,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja(FCT),diamond,750000000
3bdrm Block of Flats in Ago Palace for sale,635.0,3,3,Unfurnished,"Isolo, Ago Palace",Ago Palace,Lagos State,diamond,250000000
5bdrm Duplex in Guzape District for sale,500.0,5,6,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja(FCT),diamond,550000000
5bdrm Duplex in Lekki Phase 1 for sale,620.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,350000000
"4bdrm Duplex in Gemade Estate Egbeda, Alimosho for sale",650.0,4,5,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,250000000
3bdrm Block of Flats in Ajao Estate for sale,600.0,3,4,Unfurnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,diamond,350000000
5bdrm Duplex in Omole Phase 2 for sale,600.0,5,5,Semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,530000000
"4bdrm Duplex in Arepo Lagos Ibadan, Berger for sale",650.0,4,4,Semi-furnished,"Ojodu, Berger",Berger,Lagos State,diamond,100000000
5bdrm Duplex in Magodo Gra Phase 1 for Sale,320.0,5,5,Semi-furnished,"Lagos State, Magodo",Magodo,Lagos State,diamond,175000000
"3bdrm Block of Flats in Abaranje Ikotun Road, Alimosho for sale",700.0,3,4,Semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,140000000
"4bdrm Duplex in Olivia Court, Ado / Ajah for sale",240.0,4,4,Semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,200000000
5bdrm Duplex in Omole Phase 1 for sale,300.0,5,4,Semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,550000000
