title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
5bdrm House in Chevron for sale,500.0,5,5,unfurnished,"Lekki, Chevron",Chevron,Lekki,False,"₦ 450,000,000"
5bdrm Duplex in Adeniyi Jones for sale,500.0,5,5,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,False,"₦ 550,000,000"
4bdrm Duplex in Ologolo for sale,500.0,4,4,semi-furnished,"Lekki, Ologolo",Ologolo,Lekki,False,"₦ 300,000,000"
3bdrm Apartment in Mabushi for sale,300.0,3,4,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),enterprise,"₦ 350,000,000"
6bdrm House in Maitama for sale,10.0,6,6,unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),False,"₦ 2,300,000,000"
6bdrm Duplex in Ikate for sale,1200.0,6,6,semi-furnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 1,700,000,000"
5bdrm Duplex in Ologolo for sale,405.0,5,5,semi-furnished,"Lekki, Ologolo",Ologolo,Lekki,vip_gold,"₦ 500,000,000"
4bdrm Duplex in Apo District for sale,450.0,4,4,unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),diamond,"₦ 270,000,000"
5bdrm House in Katampe Extension for sale,10.0,5,5,semi-furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,False,"₦ 950,000,000"
Furnished 7bdrm Duplex in Green Estate for sale,750.0,7,7,furnished,"Amuwo-Odofin, Green Estate",Green Estate,Amuwo-Odofin,diamond,"₦ 600,000,000"
4bdrm House in Guzape District for sale,10.0,4,4,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 600,000,000"
"4bdrm Duplex in Secured Estate, VGC / Ajah for sale",400.0,4,4,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,vip_gold,"₦ 180,000,000"
5bdrm Duplex in Apo Resettlement for sale,800.0,5,5,unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,"₦ 800,000,000"
"4bdrm Duplex in Secured Estate, VGC / Ajah for sale",350.0,4,4,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,vip_gold,"₦ 150,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,350.0,4,4,semi-furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,vip_gold,"₦ 140,000,000"
4bdrm Duplex in VGC / Ajah for sale,300.0,4,4,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,vip_gold,"₦ 140,000,000"
5bdrm Duplex in Apo Resettlement for sale,500.0,5,5,unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,"₦ 720,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,500.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,False,"₦ 650,000,000"
2bdrm Block of Flats in Surulere for sale,120.0,2,2,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,False,"₦ 90,000,000"
"5bdrm Duplex in Secured Estate, VGC / Ajah for sale",500.0,5,5,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,vip_gold,"₦ 260,000,000"
5bdrm Duplex in Lekki Expressway for sale,330.0,5,5,semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,vip_gold,"₦ 650,000,000"
5bdrm Duplex in VGC / Ajah for sale,500.0,5,5,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,vip_gold,"₦ 420,000,000"
3bdrm Bungalow in Ipaja Road for sale,350.0,3,4,unfurnished,"Ipaja, Ipaja Road",Ipaja Road,Ipaja,premium,"₦ 55,000,000"
"Furnished 5bdrm Duplex in @Eduglobalgrid., Oshimili South for sale",100.0,5,3,furnished,"Delta State, Oshimili South",Oshimili South,Delta State,False,"₦ 300,000,000"
2bdrm Apartment in Asokoro for sale,10.0,2,2,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),False,"₦ 165,000,000"
4bdrm Duplex in GRA Phase 1 for sale,350.0,4,4,semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,vip_gold,"₦ 310,000,000"
7bdrm Mansion in Ikate for sale,1200.0,7,7,semi-furnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 1,700,000,000"
"1bdrm Apartment in Golden Palace, Akala Express for sale",450.0,1,1,unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,"₦ 1,100,000"
5bdrm House in Asokoro for sale,10.0,5,5,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),False,"₦ 1,500,000,000"
"4bdrm Duplex in Secured Estate, VGC / Ajah for sale",450.0,4,4,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,vip_gold,"₦ 200,000,000"
Furnished 5bdrm Duplex in Festac for sale,400.0,5,5,furnished,"Amuwo-Odofin, Festac",Festac,Amuwo-Odofin,False,"₦ 250,000,000"
"3bdrm Block of Flats in Gra, Ilorin South for sale",1350.0,3,3,unfurnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,False,"₦ 70,000,000"
4bdrm Duplex in Ikate for sale,400.0,4,4,semi-furnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 310,000,000"
"3bdrm Block of Flats in Surulere, Masha for sale",630.0,3,3,unfurnished,"Surulere, Masha",Masha,Surulere,enterprise,"₦ 250,000,000"
20bdrm Block of Flats in Gowon Estate Ipaja for sale,800.0,20,15,semi-furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,enterprise,"₦ 150,000,000"
2bdrm Bungalow in Obio-Akpor for sale,400.0,2,3,semi-furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,"₦ 60,000,000"
4bdrm Duplex in Ikate for sale,350.0,4,4,semi-furnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 450,000,000"
3bdrm Duplex in Ogudu GRA for sale,350.0,3,3,semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,vip_gold,"₦ 450,000,000"
"3bdrm Bungalow in Abata Olojo, Ido for sale",600.0,3,3,unfurnished,"Oyo State, Ido",Ido,Oyo State,False,"₦ 3,500,000"
4bdrm Duplex in Berger for sale,450.0,4,4,semi-furnished,"Ojodu, Berger",Berger,Ojodu,vip_gold,"₦ 280,000,000"
5bdrm Duplex in Ikate for sale,800.0,5,5,semi-furnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 1,500,000,000"
4bdrm Duplex in New Garage / Gbagada for sale,350.0,4,4,semi-furnished,"Gbagada, New Garage / Gbagada",New Garage / Gbagada,Gbagada,vip_gold,"₦ 330,000,000"
4bdrm Duplex in Ikate for sale,450.0,4,4,semi-furnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 320,000,000"
Furnished 3bdrm Block of Flats in Agboyi/Ketu for sale,200.0,3,3,furnished,"Lagos State, Agboyi/Ketu",Agboyi/Ketu,Lagos State,False,"₦ 250,000,000"
3bdrm Apartment in Maitama for sale,10.0,3,3,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),False,"₦ 1,050,000,000"
5bdrm Duplex in Iyanganku for sale,400.0,5,5,unfurnished,"Ibadan, Iyanganku",Iyanganku,Ibadan,vip_gold,"₦ 220,000,000"
Furnished 4bdrm Duplex in Chevron for sale,300.0,4,4,furnished,"Lekki, Chevron",Chevron,Lekki,False,"₦ 300,000,000"
2bdrm Apartment in Karu for sale,50.0,2,3,unfurnished,"Abuja (FCT), Karu",Karu,Abuja (FCT),False,"₦ 50,000,000"
5bdrm House in Gwarinpa for sale,750.0,5,5,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,"₦ 800,000,000"
6bdrm House in Katampe Extension for sale,1200.0,6,6,unfurnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,False,"₦ 2,500,000,000"
6bdrm House in Katampe Extension for sale,10.0,6,6,unfurnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,False,"₦ 1,500,000,000"
4bdrm Duplex in Ologolo for sale,350.0,4,4,semi-furnished,"Lekki, Ologolo",Ologolo,Lekki,vip_gold,"₦ 200,000,000"
6bdrm Duplex in Katampe Extension for sale,450.0,6,6,unfurnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,False,"₦ 1,200,000,000"
4bdrm House in Katampe (Main) for sale,450.0,4,4,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,False,"₦ 550,000,000"
4bdrm House in Asokoro for sale,10.0,4,4,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),False,"₦ 1,200,000,000"
"Furnished 5bdrm Duplex in Fairmont Estate Ait, Abule Egba for sale",500.0,5,6,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 250,000,000"
"Furnished 3bdrm Duplex in Mini Estate Meiran, Abule Egba for sale",200.0,3,4,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 90,000,000"
3bdrm Block of Flats in 3Bedroom 4 Flats for sale,500.0,3,3,semi-furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 70,000,000"
"3bdrm Block of Flats in Captain Ekoro, Abule Egba for sale",450.0,3,3,unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 45,000,000"
"Furnished 3bdrm Block of Flats in 4 Blocks Of Flats, Abule Egba",650.0,3,3,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 120,000,000"
"Furnished 4bdrm Block of Flats in Joke Ayo Road Via, Abule Egba",650.0,4,4,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 150,000,000"
"Furnished 3bdrm Block of Flats in 6 Block Meiran, Abule Egba for sale",750.0,3,3,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 110,000,000"
"Furnished 5bdrm Duplex in Amazing Grace Estate, Abule Egba for sale",220.0,5,5,furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,"₦ 350,000,000"
"3bdrm Bungalow in Alakuta, Ibadan Polytechnic/University for sale",450.0,3,3,semi-furnished,"Ibadan, Ibadan Polytechnic/University",Ibadan Polytechnic/University,Ibadan,False,"₦ 15,000,000"
3bdrm Bungalow in Ijede / Ikorodu for sale,572.0,3,3,unfurnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,False,"₦ 13,000,000"
Furnished 12bdrm Duplex in Old Bodija Estate for sale,1000.0,12,12,furnished,"Ibadan, Bodija",Bodija,Ibadan,diamond,"₦ 420,000,000"
Furnished 4bdrm Maisonette in Opebi for sale,269.0,4,4,furnished,"Ikeja, Opebi",Opebi,Ikeja,vip_gold,"₦ 370,000,000"
5bdrm Duplex in Lekki for sale,500.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,premium,"₦ 1,200,000,000"
"Furnished 2bdrm Apartment in Seagate Estate, Ikate-Elegushi for sale",80.0,2,2,furnished,"Lekki, Ikate-Elegushi",Ikate-Elegushi,Lekki,enterprise,"₦ 190,000,000"
2bdrm Bungalow in Zuba for sale,5000.0,2,3,unfurnished,"Abuja (FCT), Zuba",Zuba,Abuja (FCT),False,"₦ 30,000,000"
3bdrm Bungalow in Egbeda / Egbeda for sale,715.0,3,3,semi-furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,False,"₦ 90,000,000"
Furnished 3bdrm Apartment in Maitama for sale,500.0,3,4,furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),diamond,"₦ 580,000,000"
4bdrm Townhouse/Terrace in Gaduwa for sale,380.0,4,4,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),premium,"₦ 320,000,000"
4bdrm Townhouse/Terrace in Gaduwa for sale,300.0,4,4,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),premium,"₦ 150,000,000"
4bdrm House in Off Lekki-Epe Expressway for sale,500.0,4,4,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,premium,"₦ 165,000,000"
5bdrm Duplex in Lekki for sale,350.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,premium,"₦ 550,000,000"
4bdrm Townhouse/Terrace in Gaduwa for sale,300.0,4,4,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),premium,"₦ 220,000,000"
"4bdrm House in Ajah, Lekki, Abraham Adesanya Estate for sale",1000.0,4,4,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,premium,"₦ 140,000,000"
4bdrm Townhouse/Terrace in Gaduwa for sale,300.0,4,4,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),premium,"₦ 180,000,000"
"Furnished 2bdrm Apartment in Twin Estate, Abijo for sale",150.0,2,4,furnished,"Ibeju, Abijo",Abijo,Ibeju,False,"₦ 75,000,000"
5bdrm Duplex in Lekki for sale,350.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,premium,"₦ 550,000,000"
"Furnished 1bdrm Block of Flats in Molosho Estate, Gberigbe for sale",252.0,1,1,furnished,"Ikorodu, Gberigbe",Gberigbe,Ikorodu,diamond,"₦ 26,000,000"
3bdrm Block of Flats in Surulere for sale,580.0,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 280,000,000"
3bdrm Apartment in Gaduwa for sale,160.0,3,3,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),premium,"₦ 100,000,000"
"2bdrm Block of Flats in Brains Ams Hammers, Gwarinpa for sale",225.0,2,2,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,"₦ 37,000,000"
"5bdrm House in Magodo, GRA Phase 2 Shangisha for sale",600.0,5,5,unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,premium,"₦ 600,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,2,2,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,premium,"₦ 275,000,000"
"5bdrm House in Ikota, Lekki for sale",600.0,5,5,semi-furnished,"Lekki, Ikota",Ikota,Lekki,premium,"₦ 430,000,000"
Furnished 5bdrm Duplex in Magodo Phase 2 Gra for sale,300.0,5,5,furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,diamond,"₦ 690,000,000"
"3bdrm Bungalow in Ugbokodo Okpe, Warri for sale",464.0,3,3,unfurnished,"Delta State, Warri",Warri,Delta State,vip_gold,"₦ 60,000,000"
"9bdrm Duplex in Life Camp, Jabi for sale",870.0,9,10,semi-furnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),False,"₦ 480,000,000"
"2bdrm Apartment in Ajah, Abraham Adesanya Estate for sale",648.0,2,2,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,premium,"₦ 80,000,000"
"Furnished 4bdrm Duplex in Olawaiye Estate, for sale",380.0,4,4,furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,diamond,"₦ 210,000,000"
"Furnished 4bdrm Duplex in Millennium Estate, Millenuim/UPS for sale",500.0,4,4,furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Gbagada,enterprise,"₦ 350,000,000"
Furnished 4bdrm Maisonette in Off Opebi for sale,500.0,4,4,furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 370,000,000"
4bdrm Duplex in Southern Estate for sale,450.0,4,4,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,vip,"₦ 300,000,000"
"5bdrm Duplex in Paradise Life Camp 2, Gwarinpa for sale",460.0,5,5,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,"₦ 150,000,000"
"19bdrm Block of Flats in Ikot Ekpene, Calabar for sale",2500.0,19,19,semi-furnished,"Cross River State, Calabar",Calabar,Cross River State,vip,"₦ 60,000,000"
"5bdrm Duplex in Rosetta Court, Ikeja GRA for sale",450.0,5,5,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,False,"₦ 900,000,000"
3bdrm Bungalow in Enugu for sale,700.0,3,4,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,False,"₦ 140,000,000"
3bdrm Block of Flats in Ikoyi for sale,220.0,3,3,semi-furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 580,000,000"
3bdrm Apartment in Egan Igando Housing for sale,100.0,3,3,unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,vip_gold,"₦ 55,000,000"
"4bdrm Duplex in River Pack Estate, Sabon Lugbe for sale",250.0,4,4,semi-furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,diamond,"₦ 300,000,000"
"3bdrm Block of Flats in Unity Estate, Ajah for sale",2100.0,3,4,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,premium,"₦ 260,000,000"
3bdrm Block of Flats in Asokoro for sale,2120.0,3,2,semi-furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),False,"₦ 2,700,000,000"
12bdrm Block of Flats in Ring Road for sale,700.0,12,8,unfurnished,"Ibadan, Rind Road",Rind Road,Ibadan,premium,"₦ 75,000,000"
"4bdrm Duplex in Emerald Estates, Ogombo for sale",300.0,4,4,semi-furnished,"Ajah, Ogombo",Ogombo,Ajah,False,"₦ 190,000,000"
12bdrm Block of Flats in Ibadan for sale,600.0,12,8,semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 99,800,000"
5bdrm Duplex in Owerri for sale,912.0,5,5,unfurnished,"Imo State, Owerri",Owerri,Imo State,False,"₦ 140,000,000"
4bdrm Block of Flats in Ejigbo / Ejigbo for sale,600.0,4,3,unfurnished,"Ejigbo, Ejigbo / Ejigbo",Ejigbo / Ejigbo,Ejigbo,diamond,"₦ 110,000,000"
5bdrm Duplex in Jahi Gilmore for sale,1000.0,5,6,semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,"₦ 400,000,000"
"2bdrm Block of Flats in Kaniz Home Estate, Gwarinpa for sale",1000.0,2,3,semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,"₦ 70,000,000"
4bdrm Duplex in Police Estate Kurudu for sale,1000.0,4,5,semi-furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja (FCT),diamond,"₦ 160,000,000"
Furnished 3bdrm Bungalow in Ogombo for sale,600.0,3,3,furnished,"Ajah, Ogombo",Ogombo,Ajah,diamond,"₦ 90,000,000"
4bdrm Duplex in Sunnyvale Estate for sale,1000.0,4,5,unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),diamond,"₦ 260,000,000"
4bdrm Duplex in Idu Karmo District for sale,1000.0,4,5,semi-furnished,"Jiwa, Idu",Idu,Jiwa,diamond,"₦ 170,000,000"
Furnished 4bdrm Duplex in Anthony for sale,300.0,4,4,furnished,"Maryland, Anthony Village",Anthony Village,Maryland,enterprise,"₦ 210,000,000"
"2bdrm House in Orilemo, Obafemi-Owode for sale",1200.0,2,4,semi-furnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,False,"₦ 10,000,000"
2bdrm House in Mabushi District for sale,1000.0,2,3,semi-furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 120,000,000"
"3bdrm Block of Flats in Surulere, Masha for sale",560.0,3,3,semi-furnished,"Surulere, Masha",Masha,Surulere,diamond,"₦ 380,000,000"
"5bdrm Duplex in Estate, Lokogoma for sale",700.0,5,6,unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,"₦ 300,000,000"
3bdrm Block of Flats in Gaduwa Estate for sale,200.0,3,4,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,"₦ 70,000,000"
"3bdrm Bungalow in Peace Court Estate, Lokogoma for sale",650.0,3,4,unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,"₦ 150,000,000"
4bdrm Duplex in Ire Akari Estate for sale,650.0,4,4,semi-furnished,"Isolo, Ire Akari",Ire Akari,Isolo,diamond,"₦ 180,000,000"
4bdrm Duplex in Vgc for sale,600.0,4,4,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,diamond,"₦ 180,000,000"
"2bdrm Block of Flats in Governor Road Ikotun, Alimosho for sale",650.0,2,3,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 100,000,000"
"3bdrm Block of Flats in Abaranje Custom Bus, Alimosho for sale",900.0,3,3,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 80,000,000"
"5bdrm Duplex in Mabush District, Mabushi for sale",800.0,5,6,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 350,000,000"
1bdrm Block of Flats in Mabushi District for sale,1000.0,1,2,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 80,000,000"
4bdrm Duplex in Ado-Odo/Ota for sale,250.0,4,4,semi-furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,"₦ 45,000,000"
3bdrm Block of Flats in Garki 2 for sale,1000.0,3,4,unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja (FCT),diamond,"₦ 750,000,000"
"3bdrm Duplex in Gwarimpa, Gwarinpa for sale",200.0,3,4,semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,"₦ 135,000,000"
5bdrm Block of Flats in Ikeja Adeniyi Jones for sale,1300.0,5,5,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,diamond,"₦ 1,000,000,000"
"5bdrm Duplex in Royal Garden Estate, Alimosho for sale",650.0,5,5,semi-furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 650,000,000"
"3bdrm Block of Flats in Unity Estate Off, Alimosho for sale",650.0,3,3,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 200,000,000"
Furnished 4bdrm Duplex in Gra Ikeja for sale,670.0,4,5,furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,"₦ 700,000,000"
5bdrm Duplex in Ajao Estate Airport for sale,650.0,5,6,semi-furnished,"Isolo, Ajao Estate",Ajao Estate,Isolo,diamond,"₦ 260,000,000"
"2bdrm Block of Flats in Ajao Estate, Airport Road / Oshodi for sale",620.0,2,3,semi-furnished,"Oshodi, Airport Road / Oshodi",Airport Road / Oshodi,Oshodi,diamond,"₦ 250,000,000"
Furnished 20bdrm Maisonette in Wuse Zone 4 for sale,2074.0,20,20,furnished,"Wuse, Zone 4 / Wuse",Zone 4 / Wuse,Wuse,diamond,"₦ 15,000,000,000"
"Furnished 4bdrm Duplex in Royal View, Ikota for sale",400.0,4,4,furnished,"Lekki, Ikota",Ikota,Lekki,diamond,"₦ 200,000,000"
"Furnished 4bdrm Duplex in Ojodu, Magodo Isheri for sale",400.0,4,4,furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,enterprise,"₦ 240,000,000"
6bdrm Duplex in Lokogoma for sale,800.0,6,6,unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,"₦ 180,000,000"
"Furnished 5bdrm Duplex in Lakeview Parkestate, VGC / Ajah for Sale",900.0,5,5,furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,diamond,"₦ 250,000,000"
4bdrm Duplex in Adeniyi Jones Ikeja for sale,350.0,4,5,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,diamond,"₦ 400,000,000"
4bdrm Duplex in Off Banana Road for sale,350.0,4,4,semi-furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 1,400,000,000"
5bdrm Duplex in Omole Phase 2 for sale,350.0,5,5,semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,diamond,"₦ 350,000,000"
Furnished 5bdrm Duplex in Magodo G R A Phase 1 for sale,500.0,5,5,furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 850,000,000"
"Furnished 2bdrm Apartment in Ikeja, Obafemi Awolowo Way for sale",300.0,2,2,furnished,"Ikeja, Obafemi Awolowo Way",Obafemi Awolowo Way,Ikeja,enterprise,"₦ 140,000,000"
Furnished 5bdrm Duplex in Ikeja Gra for sale,400.0,5,5,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 800,000,000"
"3bdrm Block of Flats in Alake, Alimosho for sale",650.0,3,4,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 70,000,000"
4bdrm Duplex in Omole Phase 2 Lagos for sale,350.0,4,4,semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,diamond,"₦ 550,000,000"
4bdrm Block of Flats in Raymond Opara for sale,350.0,4,5,semi-furnished,"Isolo, Okota",Okota,Isolo,diamond,"₦ 250,000,000"
"3bdrm Block of Flats in Obadore Bus Stop, Alimosho for sale",650.0,3,4,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 65,000,000"
"3bdrm Duplex in Jahi District, Abuja for sale",1200.0,3,5,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,"₦ 180,000,000"
3bdrm Apartment in Wuse Zone 3 District for sale,2000.0,3,4,semi-furnished,"Wuse, Zone 3 / Wuse",Zone 3 / Wuse,Wuse,diamond,"₦ 150,000,000"
"Furnished 4bdrm Duplex in Elepe Royal Estate, Ebute for sale",400.0,4,4,furnished,"Ikorodu, Ebute",Ebute,Ikorodu,enterprise,"₦ 120,000,000"
4bdrm Duplex in Surulere Lagos for sale,350.0,4,4,unfurnished,"Lagos State, Surulere",Surulere,Lagos State,diamond,"₦ 250,000,000"
Furnished 5bdrm Duplex in Gowan Estate for sale,400.0,5,6,furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 600,000,000"
17bdrm Duplex in Utako District Abuja for sale,1375.0,17,20,semi-furnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),diamond,"₦ 1,300,000,000"
3bdrm Block of Flats in Kurudu Army Scheme for sale,1000.0,3,4,semi-furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja (FCT),diamond,"₦ 150,000,000"
3bdrm Bungalow in Army Estate Kurudu for sale,1000.0,3,4,unfurnished,"Abuja (FCT), Kurudu",Kurudu,Abuja (FCT),diamond,"₦ 85,000,000"
"3bdrm Bungalow in Eleweran, Osun State for sale",450.0,3,4,unfurnished,Osun State,Osun State,,diamond,"₦ 13,000,000"
3bdrm Block of Flats in Behind Unity Estate for sale,650.0,3,3,unfurnished,"Oyo State, Egbeda",Egbeda,Oyo State,diamond,"₦ 58,000,000"
5bdrm Duplex in Orchid Lekki Lagos for sale,400.0,5,6,semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,diamond,"₦ 550,000,000"
5bdrm Duplex in Millennium Estate for sale,620.0,5,5,semi-furnished,"Lagos State, Gbagada",Gbagada,Lagos State,diamond,"₦ 210,000,000"
